date,Team_Name,Average_Age
10/25/21,GOLDEN STATE WARRIORS,28.81
10/25/21,HOUSTON ROCKETS,25.42
10/25/21,INDIANA PACERS,27.49
10/25/21,LOS ANGELES CLIPPERS,28.72
10/25/21,LOS ANGELES LAKERS,31.91
10/25/21,MEMPHIS GRIZZLIES,24.24
10/25/21,MIAMI HEAT,29.32
10/25/21,MILWAUKEE BUCKS,27.85
10/25/21,MINNESOTA TIMBERWOLVES,24.76
10/25/21,NEW ORLEANS PELICANS,25.51
10/25/21,NEW YORK KNICKS,26.9
10/25/21,OKLAHOMA CITY THUNDER,23.6
10/25/21,ORLANDO MAGIC,24.04
10/25/21,PHILADELPHIA 76ERS,26.71
10/25/21,PHOENIX SUNS,28.04
10/25/21,PORTLAND TRAIL BLAZERS,27.77
10/25/21,SACRAMENTO KINGS,26.34
10/25/21,SAN ANTONIO SPURS,25.67
10/25/21,TORONTO RAPTORS,25.7
10/25/21,UTAH JAZZ,28.63
10/25/21,WASHINGTON WIZARDS,26.35
10/26/21,ATLANTA HAWKS,27.28
10/26/21,BOSTON CELTICS,25.8
10/26/21,BROOKLYN NETS,30.02
10/26/21,CHARLOTTE HORNETS,26.45
10/26/21,CHICAGO BULLS,25.96
10/26/21,CLEVELAND CAVALIERS,24.93
10/26/21,DALLAS MAVERICKS,27.9
10/26/21,DENVER NUGGETS,27.8
10/26/21,DETROIT PISTONS,24.97
10/26/21,GOLDEN STATE WARRIORS,28.81
10/26/21,HOUSTON ROCKETS,25.42
10/26/21,INDIANA PACERS,27.06
10/26/21,LOS ANGELES CLIPPERS,28.05
10/26/21,LOS ANGELES LAKERS,31.91
10/26/21,MEMPHIS GRIZZLIES,24.24
10/26/21,MIAMI HEAT,29.32
10/26/21,MILWAUKEE BUCKS,27.94
10/26/21,MINNESOTA TIMBERWOLVES,24.76
10/26/21,NEW ORLEANS PELICANS,25.51
10/26/21,NEW YORK KNICKS,26.9
10/26/21,OKLAHOMA CITY THUNDER,23.6
10/26/21,ORLANDO MAGIC,24.32
10/26/21,PHILADELPHIA 76ERS,26.71
10/26/21,PHOENIX SUNS,28.04
10/26/21,PORTLAND TRAIL BLAZERS,27.38
10/26/21,SACRAMENTO KINGS,26.34
10/26/21,SAN ANTONIO SPURS,25.67
10/26/21,TORONTO RAPTORS,25.7
10/26/21,UTAH JAZZ,28.63
10/26/21,WASHINGTON WIZARDS,26.35
10/27/21,ATLANTA HAWKS,27.28
10/27/21,BOSTON CELTICS,25.8
10/27/21,BROOKLYN NETS,30.02
10/27/21,CHARLOTTE HORNETS,26.45
10/27/21,CHICAGO BULLS,25.96
10/27/21,CLEVELAND CAVALIERS,24.93
10/27/21,DALLAS MAVERICKS,27.54
10/27/21,DENVER NUGGETS,27.8
10/27/21,DETROIT PISTONS,24.97
10/27/21,GOLDEN STATE WARRIORS,28.58
10/27/21,HOUSTON ROCKETS,25.42
10/27/21,INDIANA PACERS,27.06
10/27/21,LOS ANGELES CLIPPERS,28.05
10/27/21,LOS ANGELES LAKERS,31.91
10/27/21,MEMPHIS GRIZZLIES,24.24
10/27/21,MIAMI HEAT,29.32
10/27/21,MILWAUKEE BUCKS,27.94
10/27/21,MINNESOTA TIMBERWOLVES,24.76
10/27/21,NEW ORLEANS PELICANS,25.51
10/27/21,NEW YORK KNICKS,26.9
10/27/21,OKLAHOMA CITY THUNDER,23.6
10/27/21,ORLANDO MAGIC,24.32
10/27/21,PHILADELPHIA 76ERS,26.23
10/27/21,PHOENIX SUNS,28.04
10/27/21,PORTLAND TRAIL BLAZERS,27.38
10/27/21,SACRAMENTO KINGS,26.34
10/27/21,SAN ANTONIO SPURS,25.68
10/27/21,TORONTO RAPTORS,25.7
10/27/21,UTAH JAZZ,28.63
10/27/21,WASHINGTON WIZARDS,26.35
10/28/21,ATLANTA HAWKS,27.78
10/28/21,BOSTON CELTICS,25.8
10/28/21,BROOKLYN NETS,30.02
10/28/21,CHARLOTTE HORNETS,26.45
10/28/21,CHICAGO BULLS,25.96
10/28/21,CLEVELAND CAVALIERS,24.87
10/28/21,DALLAS MAVERICKS,27.54
10/28/21,DENVER NUGGETS,27.8
10/28/21,DETROIT PISTONS,24.97
10/28/21,GOLDEN STATE WARRIORS,28.58
10/28/21,HOUSTON ROCKETS,25.42
10/28/21,INDIANA PACERS,27.06
10/28/21,LOS ANGELES CLIPPERS,28.05
10/28/21,LOS ANGELES LAKERS,31.91
10/28/21,MEMPHIS GRIZZLIES,24.34
10/28/21,MIAMI HEAT,29.32
10/28/21,MILWAUKEE BUCKS,27.79
10/28/21,MINNESOTA TIMBERWOLVES,24.76
10/28/21,NEW ORLEANS PELICANS,25.51
10/28/21,NEW YORK KNICKS,26.9
10/28/21,OKLAHOMA CITY THUNDER,23.6
10/28/21,ORLANDO MAGIC,24.32
10/28/21,PHILADELPHIA 76ERS,26.23
10/28/21,PHOENIX SUNS,28.04
10/28/21,PORTLAND TRAIL BLAZERS,27.38
10/28/21,SACRAMENTO KINGS,26.34
10/28/21,SAN ANTONIO SPURS,25.68
