date,Team_Name,Average_Age
11/22/21,LOS ANGELES LAKERS,31.22
11/22/21,MEMPHIS GRIZZLIES,24.09
11/22/21,MIAMI HEAT,29.04
11/22/21,MILWAUKEE BUCKS,27.79
11/22/21,MINNESOTA TIMBERWOLVES,24.56
11/22/21,NEW ORLEANS PELICANS,25.65
11/22/21,NEW YORK KNICKS,26.95
11/22/21,OKLAHOMA CITY THUNDER,23.55
11/22/21,ORLANDO MAGIC,24.47
11/22/21,PHILADELPHIA 76ERS,26.15
11/22/21,PHOENIX SUNS,27.58
11/22/21,PORTLAND TRAIL BLAZERS,27.62
11/22/21,SACRAMENTO KINGS,25.79
11/22/21,SAN ANTONIO SPURS,25.68
11/22/21,TORONTO RAPTORS,25.26
11/22/21,UTAH JAZZ,29.17
11/22/21,WASHINGTON WIZARDS,26.07
11/23/21,ATLANTA HAWKS,27.12
11/23/21,BOSTON CELTICS,25.92
11/23/21,BROOKLYN NETS,30.02
11/23/21,CHARLOTTE HORNETS,26
11/23/21,CHICAGO BULLS,25.28
11/23/21,CLEVELAND CAVALIERS,25.67
11/23/21,DALLAS MAVERICKS,27.1
11/23/21,DENVER NUGGETS,26.52
11/23/21,DETROIT PISTONS,24.62
11/23/21,GOLDEN STATE WARRIORS,27.91
11/23/21,HOUSTON ROCKETS,25.39
11/23/21,INDIANA PACERS,27.01
11/23/21,LOS ANGELES CLIPPERS,27.26
11/23/21,LOS ANGELES LAKERS,31.22
11/23/21,MEMPHIS GRIZZLIES,24.09
11/23/21,MIAMI HEAT,29.04
11/23/21,MILWAUKEE BUCKS,27.79
11/23/21,MINNESOTA TIMBERWOLVES,24.56
11/23/21,NEW ORLEANS PELICANS,25.65
11/23/21,NEW YORK KNICKS,26.95
11/23/21,OKLAHOMA CITY THUNDER,23.55
11/23/21,ORLANDO MAGIC,24.47
11/23/21,PHILADELPHIA 76ERS,26.15
11/23/21,PHOENIX SUNS,27.58
11/23/21,PORTLAND TRAIL BLAZERS,27.62
11/23/21,SACRAMENTO KINGS,25.79
11/23/21,SAN ANTONIO SPURS,25.68
11/23/21,TORONTO RAPTORS,25.26
11/23/21,UTAH JAZZ,29.17
11/23/21,WASHINGTON WIZARDS,26.07
11/24/21,ATLANTA HAWKS,27.12
11/24/21,BOSTON CELTICS,25.92
11/24/21,BROOKLYN NETS,30.02
11/24/21,CHARLOTTE HORNETS,26
11/24/21,CHICAGO BULLS,25.28
11/24/21,CLEVELAND CAVALIERS,25.67
11/24/21,DALLAS MAVERICKS,27.1
11/24/21,DENVER NUGGETS,26.52
11/24/21,DETROIT PISTONS,24.62
11/24/21,GOLDEN STATE WARRIORS,27.91
11/24/21,HOUSTON ROCKETS,25.39
11/24/21,INDIANA PACERS,27.01
11/24/21,LOS ANGELES CLIPPERS,27.26
11/24/21,LOS ANGELES LAKERS,31.22
11/24/21,MEMPHIS GRIZZLIES,24.09
11/24/21,MIAMI HEAT,29.04
11/24/21,MILWAUKEE BUCKS,27.79
11/24/21,MINNESOTA TIMBERWOLVES,24.56
11/24/21,NEW ORLEANS PELICANS,25.65
11/24/21,NEW YORK KNICKS,26.95
11/24/21,OKLAHOMA CITY THUNDER,23.55
11/24/21,ORLANDO MAGIC,24.47
11/24/21,PHILADELPHIA 76ERS,26.15
11/24/21,PHOENIX SUNS,27.58
11/24/21,PORTLAND TRAIL BLAZERS,27.62
11/24/21,SACRAMENTO KINGS,25.79
11/24/21,SAN ANTONIO SPURS,25.68
11/24/21,TORONTO RAPTORS,25.26
11/24/21,UTAH JAZZ,29.17
11/24/21,WASHINGTON WIZARDS,26.07
11/25/21,ATLANTA HAWKS,27.12
11/25/21,BOSTON CELTICS,25.92
11/25/21,BROOKLYN NETS,30.02
11/25/21,CHARLOTTE HORNETS,26
11/25/21,CHICAGO BULLS,25.28
11/25/21,CLEVELAND CAVALIERS,25.67
11/25/21,DALLAS MAVERICKS,27.1
11/25/21,DENVER NUGGETS,26.52
11/25/21,DETROIT PISTONS,24.62
11/25/21,GOLDEN STATE WARRIORS,27.91
11/25/21,HOUSTON ROCKETS,25.39
11/25/21,INDIANA PACERS,27.01
11/25/21,LOS ANGELES CLIPPERS,27.26
11/25/21,LOS ANGELES LAKERS,31.22
11/25/21,MEMPHIS GRIZZLIES,24.09
11/25/21,MIAMI HEAT,29.04
11/25/21,MILWAUKEE BUCKS,27.79
11/25/21,MINNESOTA TIMBERWOLVES,24.56
11/25/21,NEW ORLEANS PELICANS,25.65
11/25/21,NEW YORK KNICKS,26.95
11/25/21,OKLAHOMA CITY THUNDER,23.55
11/25/21,ORLANDO MAGIC,24.47
11/25/21,PHILADELPHIA 76ERS,26.15
11/25/21,PHOENIX SUNS,27.58
11/25/21,PORTLAND TRAIL BLAZERS,27.62
11/25/21,SACRAMENTO KINGS,25.79
11/25/21,SAN ANTONIO SPURS,25.68
11/25/21,TORONTO RAPTORS,25.39
11/25/21,UTAH JAZZ,29.17
11/25/21,WASHINGTON WIZARDS,26.07
11/26/21,ATLANTA HAWKS,27.12
11/26/21,BOSTON CELTICS,25.92
11/26/21,BROOKLYN NETS,30.02
11/26/21,CHARLOTTE HORNETS,26
11/26/21,CHICAGO BULLS,25.28
11/26/21,CLEVELAND CAVALIERS,25.67
11/26/21,DALLAS MAVERICKS,27.1
11/26/21,DENVER NUGGETS,26.52
11/26/21,DETROIT PISTONS,24.62
11/26/21,GOLDEN STATE WARRIORS,27.91
11/26/21,HOUSTON ROCKETS,25.39
11/26/21,INDIANA PACERS,27.01
11/26/21,LOS ANGELES CLIPPERS,27.26
11/26/21,LOS ANGELES LAKERS,31.22
11/26/21,MEMPHIS GRIZZLIES,24.09
11/26/21,MIAMI HEAT,29.04
11/26/21,MILWAUKEE BUCKS,27.79
11/26/21,MINNESOTA TIMBERWOLVES,24.56
11/26/21,NEW ORLEANS PELICANS,25.65
11/26/21,NEW YORK KNICKS,26.95
11/26/21,OKLAHOMA CITY THUNDER,23.55
11/26/21,ORLANDO MAGIC,24.47
11/26/21,PHILADELPHIA 76ERS,26.15
11/26/21,PHOENIX SUNS,27.58
11/26/21,PORTLAND TRAIL BLAZERS,27.62
11/26/21,SACRAMENTO KINGS,25.79
11/26/21,SAN ANTONIO SPURS,25.68
11/26/21,TORONTO RAPTORS,25.39
11/26/21,UTAH JAZZ,29.17
11/26/21,WASHINGTON WIZARDS,26.07
11/27/21,ATLANTA HAWKS,27.12
11/27/21,BOSTON CELTICS,25.92
11/27/21,BROOKLYN NETS,30.02
11/27/21,CHARLOTTE HORNETS,26
11/27/21,CHICAGO BULLS,25.28
11/27/21,CLEVELAND CAVALIERS,25.67
11/27/21,DALLAS MAVERICKS,27.1
11/27/21,DENVER NUGGETS,26.39
11/27/21,DETROIT PISTONS,24.62
11/27/21,GOLDEN STATE WARRIORS,27.91
11/27/21,HOUSTON ROCKETS,25.39
11/27/21,INDIANA PACERS,27.01
11/27/21,LOS ANGELES CLIPPERS,27.26
11/27/21,LOS ANGELES LAKERS,31.22
11/27/21,MEMPHIS GRIZZLIES,24.09
11/27/21,MIAMI HEAT,29.04
11/27/21,MILWAUKEE BUCKS,27.79
11/27/21,MINNESOTA TIMBERWOLVES,24.56
11/27/21,NEW ORLEANS PELICANS,25.65
11/27/21,NEW YORK KNICKS,26.61
11/27/21,OKLAHOMA CITY THUNDER,23.55
11/27/21,ORLANDO MAGIC,24.47
11/27/21,PHILADELPHIA 76ERS,26.15
11/27/21,PHOENIX SUNS,27.58
11/27/21,PORTLAND TRAIL BLAZERS,27.62
11/27/21,SACRAMENTO KINGS,25.79
11/27/21,SAN ANTONIO SPURS,25.16
11/27/21,TORONTO RAPTORS,25.39
11/27/21,UTAH JAZZ,29.17
11/27/21,WASHINGTON WIZARDS,26.07
11/29/21,ATLANTA HAWKS,27.12
11/29/21,BOSTON CELTICS,25.92
11/29/21,BROOKLYN NETS,30.02
11/29/21,CHARLOTTE HORNETS,26
11/29/21,CHICAGO BULLS,25.28
11/29/21,CLEVELAND CAVALIERS,25.67
11/29/21,DALLAS MAVERICKS,27.1
11/29/21,DENVER NUGGETS,26.39
11/29/21,DETROIT PISTONS,24.62
11/29/21,GOLDEN STATE WARRIORS,27.91
11/29/21,HOUSTON ROCKETS,25.39
11/29/21,INDIANA PACERS,27.01
11/29/21,LOS ANGELES CLIPPERS,27.26
11/29/21,LOS ANGELES LAKERS,31.22
11/29/21,MEMPHIS GRIZZLIES,24.09
11/29/21,MIAMI HEAT,29.04
11/29/21,MILWAUKEE BUCKS,27.79
11/29/21,MINNESOTA TIMBERWOLVES,24.56
11/29/21,NEW ORLEANS PELICANS,25.65
11/29/21,NEW YORK KNICKS,26.61
11/29/21,OKLAHOMA CITY THUNDER,23.55
11/29/21,ORLANDO MAGIC,24.47
11/29/21,PHILADELPHIA 76ERS,26.15
11/29/21,PHOENIX SUNS,27.58
11/29/21,PORTLAND TRAIL BLAZERS,27.62
11/29/21,SACRAMENTO KINGS,25.57
11/29/21,SAN ANTONIO SPURS,25.16
11/29/21,TORONTO RAPTORS,25.17
11/29/21,UTAH JAZZ,29.17
11/29/21,WASHINGTON WIZARDS,26.07
12/1/21,ATLANTA HAWKS,27.12
12/1/21,BOSTON CELTICS,25.92
12/1/21,BROOKLYN NETS,30.02
12/1/21,CHARLOTTE HORNETS,26
12/1/21,CHICAGO BULLS,25.28
12/1/21,CLEVELAND CAVALIERS,25.67
12/1/21,DALLAS MAVERICKS,27.1
12/1/21,DENVER NUGGETS,26.39
12/1/21,DETROIT PISTONS,24.62
12/1/21,GOLDEN STATE WARRIORS,27.91
12/1/21,HOUSTON ROCKETS,25.39
12/1/21,INDIANA PACERS,27.01
12/1/21,LOS ANGELES CLIPPERS,27.26
12/1/21,LOS ANGELES LAKERS,31.22
12/1/21,MEMPHIS GRIZZLIES,24.09
12/1/21,MIAMI HEAT,29.04
12/1/21,MILWAUKEE BUCKS,27.79
12/1/21,MINNESOTA TIMBERWOLVES,24.56
12/1/21,NEW ORLEANS PELICANS,25.65
12/1/21,NEW YORK KNICKS,26.61
12/1/21,OKLAHOMA CITY THUNDER,23.75
12/1/21,ORLANDO MAGIC,24.47
12/1/21,PHILADELPHIA 76ERS,26.15
12/1/21,PHOENIX SUNS,27.58
12/1/21,PORTLAND TRAIL BLAZERS,27.13
12/1/21,SACRAMENTO KINGS,25.57
12/1/21,SAN ANTONIO SPURS,25.16
12/1/21,TORONTO RAPTORS,25.17
12/1/21,UTAH JAZZ,29.17
12/1/21,WASHINGTON WIZARDS,26.07
12/2/21,ATLANTA HAWKS,27.12
12/2/21,BOSTON CELTICS,25.92
12/2/21,BROOKLYN NETS,30.02
12/2/21,CHARLOTTE HORNETS,26
12/2/21,CHICAGO BULLS,25.28
12/2/21,CLEVELAND CAVALIERS,25.67
12/2/21,DALLAS MAVERICKS,27.1
12/2/21,DENVER NUGGETS,26.39
12/2/21,DETROIT PISTONS,24.62
12/2/21,GOLDEN STATE WARRIORS,27.91
12/2/21,HOUSTON ROCKETS,25.39
12/2/21,INDIANA PACERS,27.01
12/2/21,LOS ANGELES CLIPPERS,26.75
12/2/21,LOS ANGELES LAKERS,31.22
12/2/21,MEMPHIS GRIZZLIES,24.09
12/2/21,MIAMI HEAT,29.04
12/2/21,MILWAUKEE BUCKS,28
12/2/21,MINNESOTA TIMBERWOLVES,24.56
12/2/21,NEW ORLEANS PELICANS,25.65
12/2/21,NEW YORK KNICKS,26.61
12/2/21,OKLAHOMA CITY THUNDER,23.75
12/2/21,ORLANDO MAGIC,24.47
12/2/21,PHILADELPHIA 76ERS,26.15
12/2/21,PHOENIX SUNS,27.58
12/2/21,PORTLAND TRAIL BLAZERS,27.13
12/2/21,SACRAMENTO KINGS,25.57
12/2/21,SAN ANTONIO SPURS,25.16
12/2/21,TORONTO RAPTORS,25.17
12/2/21,UTAH JAZZ,29.17
12/2/21,WASHINGTON WIZARDS,26.07
12/3/21,ATLANTA HAWKS,27.12
12/3/21,BOSTON CELTICS,25.92
12/3/21,BROOKLYN NETS,30.02
12/3/21,CHARLOTTE HORNETS,26
12/3/21,CHICAGO BULLS,25.28
12/3/21,CLEVELAND CAVALIERS,25.67
12/3/21,DALLAS MAVERICKS,27.1
12/3/21,DENVER NUGGETS,26.39
12/3/21,DETROIT PISTONS,24.62
12/3/21,GOLDEN STATE WARRIORS,27.91
12/3/21,HOUSTON ROCKETS,25.39
12/3/21,INDIANA PACERS,27.01
12/3/21,LOS ANGELES CLIPPERS,26.75
12/3/21,LOS ANGELES LAKERS,31.22
12/3/21,MEMPHIS GRIZZLIES,24.09
12/3/21,MIAMI HEAT,29.04
12/3/21,MILWAUKEE BUCKS,28
12/3/21,MINNESOTA TIMBERWOLVES,24.56
12/3/21,NEW ORLEANS PELICANS,25.65
12/3/21,NEW YORK KNICKS,26.61
12/3/21,OKLAHOMA CITY THUNDER,23.75
12/3/21,ORLANDO MAGIC,24.47
12/3/21,PHILADELPHIA 76ERS,26.15
12/3/21,PHOENIX SUNS,27.58
12/3/21,PORTLAND TRAIL BLAZERS,27.13
12/3/21,SACRAMENTO KINGS,25.57
12/3/21,SAN ANTONIO SPURS,25.16
12/3/21,TORONTO RAPTORS,25.17
12/3/21,UTAH JAZZ,29.17
12/3/21,WASHINGTON WIZARDS,26.07
12/4/21,ATLANTA HAWKS,27.12
12/4/21,BOSTON CELTICS,25.92
12/4/21,BROOKLYN NETS,30.02
12/4/21,CHARLOTTE HORNETS,26
12/4/21,CHICAGO BULLS,25.28
12/4/21,CLEVELAND CAVALIERS,25.67
12/4/21,DALLAS MAVERICKS,27.1
12/4/21,DENVER NUGGETS,26.39
12/4/21,DETROIT PISTONS,24.62
12/4/21,GOLDEN STATE WARRIORS,27.91
12/4/21,HOUSTON ROCKETS,25.39
12/4/21,INDIANA PACERS,27.01
12/4/21,LOS ANGELES CLIPPERS,26.75
12/4/21,LOS ANGELES LAKERS,31.22
12/4/21,MEMPHIS GRIZZLIES,24.09
12/4/21,MIAMI HEAT,29.04
12/4/21,MILWAUKEE BUCKS,28
12/4/21,MINNESOTA TIMBERWOLVES,24.52
12/4/21,NEW ORLEANS PELICANS,25.65
12/4/21,NEW YORK KNICKS,26.61
12/4/21,OKLAHOMA CITY THUNDER,23.75
12/4/21,ORLANDO MAGIC,24.47
12/4/21,PHILADELPHIA 76ERS,26.15
12/4/21,PHOENIX SUNS,27.55
12/4/21,PORTLAND TRAIL BLAZERS,27.13
12/4/21,SACRAMENTO KINGS,25.57
12/4/21,SAN ANTONIO SPURS,25.16
12/4/21,TORONTO RAPTORS,25.17
12/4/21,UTAH JAZZ,29.17
12/4/21,WASHINGTON WIZARDS,26.07
12/5/21,ATLANTA HAWKS,27.12
12/5/21,BOSTON CELTICS,25.92
12/5/21,BROOKLYN NETS,30.02
12/5/21,CHARLOTTE HORNETS,26
12/5/21,CHICAGO BULLS,25.28
12/5/21,CLEVELAND CAVALIERS,25.67
12/5/21,DALLAS MAVERICKS,27.1
12/5/21,DENVER NUGGETS,26.39
12/5/21,DETROIT PISTONS,24.62
12/5/21,GOLDEN STATE WARRIORS,27.91
12/5/21,HOUSTON ROCKETS,25.39
12/5/21,INDIANA PACERS,27.01
12/5/21,LOS ANGELES CLIPPERS,26.75
12/5/21,LOS ANGELES LAKERS,31.22
12/5/21,MEMPHIS GRIZZLIES,24.09
12/5/21,MIAMI HEAT,29.04
12/5/21,MILWAUKEE BUCKS,28.08
12/5/21,MINNESOTA TIMBERWOLVES,24.52
12/5/21,NEW ORLEANS PELICANS,25.65
12/5/21,NEW YORK KNICKS,26.61
12/5/21,OKLAHOMA CITY THUNDER,23.75
12/5/21,ORLANDO MAGIC,24.47
12/5/21,PHILADELPHIA 76ERS,26.15
12/5/21,PHOENIX SUNS,27.55
12/5/21,PORTLAND TRAIL BLAZERS,27.13
12/5/21,SACRAMENTO KINGS,25.57
12/5/21,SAN ANTONIO SPURS,25.16
12/5/21,TORONTO RAPTORS,25.17
12/5/21,UTAH JAZZ,29.17
12/5/21,WASHINGTON WIZARDS,26.07
12/6/21,ATLANTA HAWKS,27.12
12/6/21,BOSTON CELTICS,25.92
12/6/21,BROOKLYN NETS,30.02
12/6/21,CHARLOTTE HORNETS,25.48
12/6/21,CHICAGO BULLS,25.28
12/6/21,CLEVELAND CAVALIERS,25.67
12/6/21,DALLAS MAVERICKS,27.1
12/6/21,DENVER NUGGETS,26.39
12/6/21,DETROIT PISTONS,24.62
12/6/21,GOLDEN STATE WARRIORS,27.91
12/6/21,HOUSTON ROCKETS,25.39
12/6/21,INDIANA PACERS,27.01
12/6/21,LOS ANGELES CLIPPERS,26.75
12/6/21,LOS ANGELES LAKERS,31.22
12/6/21,MEMPHIS GRIZZLIES,24.09
12/6/21,MIAMI HEAT,29.04
12/6/21,MILWAUKEE BUCKS,28.08
12/6/21,MINNESOTA TIMBERWOLVES,24.52
12/6/21,NEW ORLEANS PELICANS,25.65
12/6/21,NEW YORK KNICKS,26.61
12/6/21,OKLAHOMA CITY THUNDER,23.75
12/6/21,ORLANDO MAGIC,24.47
12/6/21,PHILADELPHIA 76ERS,26.15
12/6/21,PHOENIX SUNS,27.55
12/6/21,PORTLAND TRAIL BLAZERS,27.13
12/6/21,SACRAMENTO KINGS,25.57
12/6/21,SAN ANTONIO SPURS,25.16
12/6/21,TORONTO RAPTORS,25.17
12/6/21,UTAH JAZZ,29.17
12/6/21,WASHINGTON WIZARDS,26.07
12/8/21,ATLANTA HAWKS,27.12
12/8/21,BOSTON CELTICS,25.92
12/8/21,BROOKLYN NETS,30.02
12/8/21,CHARLOTTE HORNETS,25.48
12/8/21,CHICAGO BULLS,25.41
12/8/21,CLEVELAND CAVALIERS,25.67
12/8/21,DALLAS MAVERICKS,27.1
12/8/21,DENVER NUGGETS,26.39
12/8/21,DETROIT PISTONS,24.62
12/8/21,GOLDEN STATE WARRIORS,27.91
12/8/21,HOUSTON ROCKETS,25.39
12/8/21,INDIANA PACERS,27.01
12/8/21,LOS ANGELES CLIPPERS,26.75
12/8/21,LOS ANGELES LAKERS,31.22
12/8/21,MEMPHIS GRIZZLIES,24.09
12/8/21,MIAMI HEAT,29.04
12/8/21,MILWAUKEE BUCKS,28.08
12/8/21,MINNESOTA TIMBERWOLVES,24.52
12/8/21,NEW ORLEANS PELICANS,25.65
12/8/21,NEW YORK KNICKS,26.61
12/8/21,OKLAHOMA CITY THUNDER,23.75
12/8/21,ORLANDO MAGIC,24.47
12/8/21,PHILADELPHIA 76ERS,26.15
12/8/21,PHOENIX SUNS,27.55
12/8/21,PORTLAND TRAIL BLAZERS,26.72
12/8/21,SACRAMENTO KINGS,25.57
12/8/21,SAN ANTONIO SPURS,25.16
12/8/21,TORONTO RAPTORS,25.17
12/8/21,UTAH JAZZ,29.17
12/8/21,WASHINGTON WIZARDS,26.07
12/9/21,ATLANTA HAWKS,27.12
12/9/21,BOSTON CELTICS,25.92
12/9/21,BROOKLYN NETS,29.45
12/9/21,CHARLOTTE HORNETS,25.48
12/9/21,CHICAGO BULLS,25.21
12/9/21,CLEVELAND CAVALIERS,25.67
12/9/21,DALLAS MAVERICKS,27.1
12/9/21,DENVER NUGGETS,26.39
12/9/21,DETROIT PISTONS,24.62
12/9/21,GOLDEN STATE WARRIORS,27.91
12/9/21,HOUSTON ROCKETS,25.39
12/9/21,INDIANA PACERS,27.01
12/9/21,LOS ANGELES CLIPPERS,26.75
12/9/21,LOS ANGELES LAKERS,31.22
12/9/21,MEMPHIS GRIZZLIES,24.07
12/9/21,MIAMI HEAT,29.04
12/9/21,MILWAUKEE BUCKS,28.08
12/9/21,MINNESOTA TIMBERWOLVES,24.52
12/9/21,NEW ORLEANS PELICANS,25.65
12/9/21,NEW YORK KNICKS,26.61
12/9/21,OKLAHOMA CITY THUNDER,23.75
12/9/21,ORLANDO MAGIC,24.47
12/9/21,PHILADELPHIA 76ERS,26.15
12/9/21,PHOENIX SUNS,27.55
12/9/21,PORTLAND TRAIL BLAZERS,26.72
12/9/21,SACRAMENTO KINGS,25.57
12/9/21,SAN ANTONIO SPURS,25.16
12/9/21,TORONTO RAPTORS,25.17
12/9/21,UTAH JAZZ,29.17
12/9/21,WASHINGTON WIZARDS,26.07
12/10/21,ATLANTA HAWKS,27.12
12/10/21,BOSTON CELTICS,25.92
12/10/21,BROOKLYN NETS,29.45
12/10/21,CHARLOTTE HORNETS,25.48
12/10/21,CHICAGO BULLS,25.21
12/10/21,CLEVELAND CAVALIERS,25.67
12/10/21,DALLAS MAVERICKS,27.1
12/10/21,DENVER NUGGETS,26.39
12/10/21,DETROIT PISTONS,24.62
12/10/21,GOLDEN STATE WARRIORS,27.91
12/10/21,HOUSTON ROCKETS,25.39
12/10/21,INDIANA PACERS,27.01
12/10/21,LOS ANGELES CLIPPERS,26.75
12/10/21,LOS ANGELES LAKERS,31.22
12/10/21,MEMPHIS GRIZZLIES,24.07
12/10/21,MIAMI HEAT,29.04
12/10/21,MILWAUKEE BUCKS,28.08
12/10/21,MINNESOTA TIMBERWOLVES,24.52
12/10/21,NEW ORLEANS PELICANS,25.65
12/10/21,NEW YORK KNICKS,26.61
12/10/21,OKLAHOMA CITY THUNDER,23.75
12/10/21,ORLANDO MAGIC,24.47
12/10/21,PHILADELPHIA 76ERS,26.15
12/10/21,PHOENIX SUNS,27.55
12/10/21,PORTLAND TRAIL BLAZERS,26.72
12/10/21,SACRAMENTO KINGS,25.57
12/10/21,SAN ANTONIO SPURS,25.16
12/10/21,TORONTO RAPTORS,25.17
12/10/21,UTAH JAZZ,29.17
12/10/21,WASHINGTON WIZARDS,26.07
12/11/21,ATLANTA HAWKS,27.12
12/11/21,BOSTON CELTICS,25.92
12/11/21,BROOKLYN NETS,29.45
12/11/21,CHARLOTTE HORNETS,24.85
12/11/21,CHICAGO BULLS,25.21
12/11/21,CLEVELAND CAVALIERS,25.67
12/11/21,DALLAS MAVERICKS,27.1
12/11/21,DENVER NUGGETS,26.39
12/11/21,DETROIT PISTONS,24.62
12/11/21,GOLDEN STATE WARRIORS,27.91
12/11/21,HOUSTON ROCKETS,25.39
12/11/21,INDIANA PACERS,27.01
12/11/21,LOS ANGELES CLIPPERS,26.75
12/11/21,LOS ANGELES LAKERS,31.22
12/11/21,MEMPHIS GRIZZLIES,24.07
12/11/21,MIAMI HEAT,29.04
12/11/21,MILWAUKEE BUCKS,28.08
12/11/21,MINNESOTA TIMBERWOLVES,24.52
12/11/21,NEW ORLEANS PELICANS,25.65
12/11/21,NEW YORK KNICKS,26.61
12/11/21,OKLAHOMA CITY THUNDER,23.75
12/11/21,ORLANDO MAGIC,24.47
12/11/21,PHILADELPHIA 76ERS,26.15
12/11/21,PHOENIX SUNS,27.55
12/11/21,PORTLAND TRAIL BLAZERS,26.72
12/11/21,SACRAMENTO KINGS,25.57
12/11/21,SAN ANTONIO SPURS,25.16
12/11/21,TORONTO RAPTORS,25.17
12/11/21,UTAH JAZZ,29.17
12/11/21,WASHINGTON WIZARDS,26.07
12/12/21,ATLANTA HAWKS,27.12
12/12/21,BOSTON CELTICS,25.92
12/12/21,BROOKLYN NETS,29.45
12/12/21,CHARLOTTE HORNETS,24.85
12/12/21,CHICAGO BULLS,25.44
12/12/21,CLEVELAND CAVALIERS,25.67
12/12/21,DALLAS MAVERICKS,27.1
12/12/21,DENVER NUGGETS,26.39
12/12/21,DETROIT PISTONS,24.62
12/12/21,GOLDEN STATE WARRIORS,27.91
12/12/21,HOUSTON ROCKETS,25.39
12/12/21,INDIANA PACERS,27.01
12/12/21,LOS ANGELES CLIPPERS,26.75
12/12/21,LOS ANGELES LAKERS,31.22
12/12/21,MEMPHIS GRIZZLIES,24.07
12/12/21,MIAMI HEAT,29.04
12/12/21,MILWAUKEE BUCKS,28.08
12/12/21,MINNESOTA TIMBERWOLVES,24.52
12/12/21,NEW ORLEANS PELICANS,25.65
12/12/21,NEW YORK KNICKS,26.61
12/12/21,OKLAHOMA CITY THUNDER,23.75
12/12/21,ORLANDO MAGIC,24.47
12/12/21,PHILADELPHIA 76ERS,26.15
12/12/21,PHOENIX SUNS,27.55
12/12/21,PORTLAND TRAIL BLAZERS,26.72
12/12/21,SACRAMENTO KINGS,25.57
12/12/21,SAN ANTONIO SPURS,25.16
12/12/21,TORONTO RAPTORS,25.17
12/12/21,UTAH JAZZ,29.17
12/12/21,WASHINGTON WIZARDS,26.07
12/13/21,ATLANTA HAWKS,27.12
12/13/21,BOSTON CELTICS,25.92
12/13/21,BROOKLYN NETS,29.45
12/13/21,CHARLOTTE HORNETS,24.85
12/13/21,CHICAGO BULLS,25.44
12/13/21,CLEVELAND CAVALIERS,25.67
12/13/21,DALLAS MAVERICKS,27.1
12/13/21,DENVER NUGGETS,26.39
12/13/21,DETROIT PISTONS,24.62
12/13/21,GOLDEN STATE WARRIORS,27.91
12/13/21,HOUSTON ROCKETS,25.39
12/13/21,INDIANA PACERS,27.01
12/13/21,LOS ANGELES CLIPPERS,26.75
12/13/21,LOS ANGELES LAKERS,31.22
12/13/21,MEMPHIS GRIZZLIES,24.07
12/13/21,MIAMI HEAT,29.04
12/13/21,MILWAUKEE BUCKS,28.08
12/13/21,MINNESOTA TIMBERWOLVES,24.52
12/13/21,NEW ORLEANS PELICANS,25.65
12/13/21,NEW YORK KNICKS,26.61
12/13/21,OKLAHOMA CITY THUNDER,23.75
12/13/21,ORLANDO MAGIC,24.47
12/13/21,PHILADELPHIA 76ERS,26.15
12/13/21,PHOENIX SUNS,27.55
12/13/21,PORTLAND TRAIL BLAZERS,26.34
12/13/21,SACRAMENTO KINGS,25.57
12/13/21,SAN ANTONIO SPURS,25.16
12/13/21,TORONTO RAPTORS,25.17
12/13/21,UTAH JAZZ,29.17
12/13/21,WASHINGTON WIZARDS,26.07
12/14/21,ATLANTA HAWKS,27.12
12/14/21,BOSTON CELTICS,25.92
12/14/21,BROOKLYN NETS,29.45
12/14/21,CHARLOTTE HORNETS,24.85
12/14/21,CHICAGO BULLS,25.44
12/14/21,CLEVELAND CAVALIERS,25.67
12/14/21,DALLAS MAVERICKS,27.1
12/14/21,DENVER NUGGETS,26.39
12/14/21,DETROIT PISTONS,24.62
12/14/21,GOLDEN STATE WARRIORS,27.91
12/14/21,HOUSTON ROCKETS,25.39
12/14/21,INDIANA PACERS,27.01
12/14/21,LOS ANGELES CLIPPERS,26.75
12/14/21,LOS ANGELES LAKERS,31.22
12/14/21,MEMPHIS GRIZZLIES,24.07
12/14/21,MIAMI HEAT,29.04
12/14/21,MILWAUKEE BUCKS,28.08
12/14/21,MINNESOTA TIMBERWOLVES,24.52
12/14/21,NEW ORLEANS PELICANS,25.65
12/14/21,NEW YORK KNICKS,26.61
12/14/21,OKLAHOMA CITY THUNDER,23.75
12/14/21,ORLANDO MAGIC,24.47
12/14/21,PHILADELPHIA 76ERS,26.15
12/14/21,PHOENIX SUNS,27.55
12/14/21,PORTLAND TRAIL BLAZERS,26.34
12/14/21,SACRAMENTO KINGS,25.57
12/14/21,SAN ANTONIO SPURS,25.16
12/14/21,TORONTO RAPTORS,25.17
12/14/21,UTAH JAZZ,29.17
12/14/21,WASHINGTON WIZARDS,26.07
12/15/21,ATLANTA HAWKS,27.12
12/15/21,BOSTON CELTICS,25.92
12/15/21,BROOKLYN NETS,28.34
12/15/21,CHARLOTTE HORNETS,24.85
12/15/21,CHICAGO BULLS,25.44
12/15/21,CLEVELAND CAVALIERS,25.67
12/15/21,DALLAS MAVERICKS,27.1
12/15/21,DENVER NUGGETS,26.39
12/15/21,DETROIT PISTONS,24.62
12/15/21,GOLDEN STATE WARRIORS,27.91
12/15/21,HOUSTON ROCKETS,25.39
12/15/21,INDIANA PACERS,27.01
12/15/21,LOS ANGELES CLIPPERS,26.75
12/15/21,LOS ANGELES LAKERS,31.22
